intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids
chr1:2578267-2578568	chr1	2578267	2578568	chr1:2509706-2510007	chr1	2509706	2510007	PEX10|chr1:2578267-2578568	PEX10|chr1:2509706-2510007	PEX10	ENSG00000157911	WTC11	0.9569600272707174	-0.06346943105663773	-4.303997272928283	0.024390221606921166	0.036770241970131595	2.4390221606921165	0.9091551929211519	1.004764861620283	-0.13553910531809565	0.008600243204820196	-9.084480707884833	0.476486162028265	0.1	0.6178571428571429	FALSE	164620	165846.5	chr1	2413796	2413797	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.11	0.07	0.19	0.73	0.96	1	1	1	NA	NA	chr1:2509706-2510007	enh	WTC11_Random_Screen_Crop_657,WTC11_Random_Screen_Crop_658,WTC11_Random_Screen_Crop_659,WTC11_Random_Screen_Crop_660,WTC11_Random_Screen_Crop_661,WTC11_Random_Screen_Crop_662,WTC11_Random_Screen_Crop_663,WTC11_Random_Screen_Crop_664,WTC11_Random_Screen_Crop_665,WTC11_Random_Screen_Crop_666,WTC11_Random_Screen_Crop_667,WTC11_Random_Screen_Crop_668,WTC11_Random_Screen_Crop_669,WTC11_Random_Screen_Crop_670,WTC11_Random_Screen_Crop_671
chr1:2578267-2578568	chr1	2578267	2578568	chr1:2509706-2510007	chr1	2509706	2510007	RER1|chr1:2578267-2578568	RER1|chr1:2509706-2510007	RER1	ENSG00000157916	WTC11	1.0060141522996597	0.00865060067915421	0.601415229966395	0.028231043574349343	0.040485301792953524	2.8231043574349344	0.950681306893935	1.0613469977053844	-0.07070059083503469	0.08800179219334311	-4.931869310606077	6.134699770538866	0.856	0.9866736474694592	FALSE	186642	186643.5	chr1	2391775	2391776	distal	NA	NA	NA	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.07	0.18	0.58	0.86	0.99	1	1	NA	NA	chr1:2509706-2510007	enh	WTC11_Random_Screen_Crop_657,WTC11_Random_Screen_Crop_658,WTC11_Random_Screen_Crop_659,WTC11_Random_Screen_Crop_660,WTC11_Random_Screen_Crop_661,WTC11_Random_Screen_Crop_662,WTC11_Random_Screen_Crop_663,WTC11_Random_Screen_Crop_664,WTC11_Random_Screen_Crop_665,WTC11_Random_Screen_Crop_666,WTC11_Random_Screen_Crop_667,WTC11_Random_Screen_Crop_668,WTC11_Random_Screen_Crop_669,WTC11_Random_Screen_Crop_670,WTC11_Random_Screen_Crop_671
chr1:2587077-2587378	chr1	2587077	2587378	chr1:2518516-2518817	chr1	2518516	2518817	PEX10|chr1:2587077-2587378	PEX10|chr1:2518516-2518817	PEX10	ENSG00000157911	WTC11	1.0220079800076722	0.03140646112147162	2.200798000767201	0.025368630322583532	0.035811067894266246	2.536863032258353	0.9722854645754085	1.071730495439936	-0.038783231951290215	0.10159615419423346	-2.7714535424591715	7.173049543993573	0.36	0.8485622086769452	FALSE	173430	174656.5	chr1	2413796	2413797	promoter	NA	FAM213B	PRXL2B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.14	0.19	0.59	0.84	0.99	1	1	NA	NA	chr1:2518516-2518817	enh	WTC11_Random_Screen_Crop_672,WTC11_Random_Screen_Crop_673,WTC11_Random_Screen_Crop_674,WTC11_Random_Screen_Crop_675,WTC11_Random_Screen_Crop_676,WTC11_Random_Screen_Crop_677,WTC11_Random_Screen_Crop_678,WTC11_Random_Screen_Crop_679,WTC11_Random_Screen_Crop_680,WTC11_Random_Screen_Crop_681,WTC11_Random_Screen_Crop_682,WTC11_Random_Screen_Crop_683,WTC11_Random_Screen_Crop_684,WTC11_Random_Screen_Crop_685,WTC11_Random_Screen_Crop_686
chr1:2587077-2587378	chr1	2587077	2587378	chr1:2518516-2518817	chr1	2518516	2518817	RER1|chr1:2587077-2587378	RER1|chr1:2518516-2518817	RER1	ENSG00000157916	WTC11	0.9976468085433193	-0.00339893839152139	-0.235319145667656	0.027192913409247697	0.039323617323175325	2.71929134092477	0.9443486982611938	1.0509449188254447	-0.08047322834494502	0.07367535156190225	-5.565130173880205	5.094491882544893	0.98	0.9980666150271108	FALSE	195452	195453.5	chr1	2391775	2391776	promoter	NA	FAM213B	PRXL2B	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.11	0.17	0.51	0.83	0.97	1	1	NA	NA	chr1:2518516-2518817	enh	WTC11_Random_Screen_Crop_672,WTC11_Random_Screen_Crop_673,WTC11_Random_Screen_Crop_674,WTC11_Random_Screen_Crop_675,WTC11_Random_Screen_Crop_676,WTC11_Random_Screen_Crop_677,WTC11_Random_Screen_Crop_678,WTC11_Random_Screen_Crop_679,WTC11_Random_Screen_Crop_680,WTC11_Random_Screen_Crop_681,WTC11_Random_Screen_Crop_682,WTC11_Random_Screen_Crop_683,WTC11_Random_Screen_Crop_684,WTC11_Random_Screen_Crop_685,WTC11_Random_Screen_Crop_686
chr1:2591620-2591921	chr1	2591620	2591921	chr1:2523059-2523360	chr1	2523059	2523360	PEX10|chr1:2591620-2591921	PEX10|chr1:2523059-2523360	PEX10	ENSG00000157911	WTC11	0.9846900314827487	-0.02225844181103523	-1.530996851725208	0.024140603037440214	0.03536902697566732	2.4140603037440216	0.9373744495293659	1.0320056134361315	-0.09158173468334319	0.04706485106127273	-6.26255504706349	3.2005613436130744	0.552	0.9156820590461772	FALSE	177973	179199.5	chr1	2413796	2413797	distal	NA	NA	MMEL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.07	0.12	0.24	0.63	0.89	0.99	1	1	NA	NA	chr1:2523059-2523360	enh	WTC11_Random_Screen_Crop_687,WTC11_Random_Screen_Crop_688,WTC11_Random_Screen_Crop_689,WTC11_Random_Screen_Crop_690,WTC11_Random_Screen_Crop_691,WTC11_Random_Screen_Crop_692,WTC11_Random_Screen_Crop_693,WTC11_Random_Screen_Crop_694,WTC11_Random_Screen_Crop_695,WTC11_Random_Screen_Crop_696,WTC11_Random_Screen_Crop_697,WTC11_Random_Screen_Crop_698,WTC11_Random_Screen_Crop_699,WTC11_Random_Screen_Crop_700,WTC11_Random_Screen_Crop_701
chr1:2591620-2591921	chr1	2591620	2591921	chr1:2523059-2523360	chr1	2523059	2523360	RER1|chr1:2591620-2591921	RER1|chr1:2523059-2523360	RER1	ENSG00000157916	WTC11	0.997416818364968	-0.00373156506743994	-0.258318163502913	0.027692096192629415	0.04005471846205416	2.7692096192629414	0.9431403098274144	1.0516933269025217	-0.08223881325306609	0.07477568311818622	-5.6859690172582775	5.169332690252452	0.956	0.9948722135007848	FALSE	199995	199996.5	chr1	2391775	2391776	distal	NA	NA	MMEL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.1	0.18	0.48	0.86	0.99	1	1	NA	NA	chr1:2523059-2523360	enh	WTC11_Random_Screen_Crop_687,WTC11_Random_Screen_Crop_688,WTC11_Random_Screen_Crop_689,WTC11_Random_Screen_Crop_690,WTC11_Random_Screen_Crop_691,WTC11_Random_Screen_Crop_692,WTC11_Random_Screen_Crop_693,WTC11_Random_Screen_Crop_694,WTC11_Random_Screen_Crop_695,WTC11_Random_Screen_Crop_696,WTC11_Random_Screen_Crop_697,WTC11_Random_Screen_Crop_698,WTC11_Random_Screen_Crop_699,WTC11_Random_Screen_Crop_700,WTC11_Random_Screen_Crop_701
chr1:2593855-2594156	chr1	2593855	2594156	chr1:2525294-2525595	chr1	2525294	2525595	PEX10|chr1:2593855-2594156	PEX10|chr1:2525294-2525595	PEX10	ENSG00000157911	WTC11	1.013476634347252	0.01931282792673681	1.34766343472521	0.024222634089482865	0.034481183772601134	2.4222634089482864	0.9660002715318657	1.0609529971626386	-0.04827029226756142	0.08689594812103504	-3.399972846813431	6.095299716263852	0.58	0.9256907016266084	FALSE	180208	181434.5	chr1	2413796	2413797	distal	NA	NA	MMEL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.05	0.14	0.24	0.75	0.89	0.99	1	1	NA	NA	chr1:2525294-2525595	enh	WTC11_Random_Screen_Crop_702,WTC11_Random_Screen_Crop_703,WTC11_Random_Screen_Crop_704,WTC11_Random_Screen_Crop_705,WTC11_Random_Screen_Crop_706,WTC11_Random_Screen_Crop_707,WTC11_Random_Screen_Crop_708,WTC11_Random_Screen_Crop_709,WTC11_Random_Screen_Crop_710,WTC11_Random_Screen_Crop_711,WTC11_Random_Screen_Crop_712,WTC11_Random_Screen_Crop_713,WTC11_Random_Screen_Crop_714,WTC11_Random_Screen_Crop_715,WTC11_Random_Screen_Crop_716
chr1:2593855-2594156	chr1	2593855	2594156	chr1:2525294-2525595	chr1	2525294	2525595	RER1|chr1:2593855-2594156	RER1|chr1:2525294-2525595	RER1	ENSG00000157916	WTC11	1.0147565262797507	0.02113361857826307	1.47565262797551	0.02779429117623471	0.03951557344694838	2.779429117623471	0.9602797155743307	1.0692333369851708	-0.05631690537775576	0.0985841425342819	-3.9720284425664927	6.923333698517513	0.532	0.9107729166666668	FALSE	202230	202231.5	chr1	2391775	2391776	distal	NA	NA	MMEL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.04	0.1	0.12	0.61	0.87	0.99	1	1	NA	NA	chr1:2525294-2525595	enh	WTC11_Random_Screen_Crop_702,WTC11_Random_Screen_Crop_703,WTC11_Random_Screen_Crop_704,WTC11_Random_Screen_Crop_705,WTC11_Random_Screen_Crop_706,WTC11_Random_Screen_Crop_707,WTC11_Random_Screen_Crop_708,WTC11_Random_Screen_Crop_709,WTC11_Random_Screen_Crop_710,WTC11_Random_Screen_Crop_711,WTC11_Random_Screen_Crop_712,WTC11_Random_Screen_Crop_713,WTC11_Random_Screen_Crop_714,WTC11_Random_Screen_Crop_715,WTC11_Random_Screen_Crop_716
chr1:2594570-2594871	chr1	2594570	2594871	chr1:2526009-2526310	chr1	2526009	2526310	PEX10|chr1:2594570-2594871	PEX10|chr1:2526009-2526310	PEX10	ENSG00000157911	WTC11	1.0114448208057327	0.01641761606885371	1.1444820805732498	0.02454910198305839	0.03501611453309151	2.454910198305839	0.9633285809189382	1.0595610606925272	-0.052213968416005646	0.08504920055371307	-3.6671419081061942	5.956106069252694	0.636	0.9408334833483348	FALSE	180923	182149.5	chr1	2413796	2413797	distal	NA	NA	MMEL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.09	0.16	0.24	0.47	0.88	0.99	1	1	NA	NA	chr1:2526009-2526310	enh	WTC11_Random_Screen_Crop_717,WTC11_Random_Screen_Crop_718,WTC11_Random_Screen_Crop_719,WTC11_Random_Screen_Crop_720,WTC11_Random_Screen_Crop_721,WTC11_Random_Screen_Crop_722,WTC11_Random_Screen_Crop_723,WTC11_Random_Screen_Crop_724,WTC11_Random_Screen_Crop_725,WTC11_Random_Screen_Crop_726,WTC11_Random_Screen_Crop_727,WTC11_Random_Screen_Crop_728,WTC11_Random_Screen_Crop_729,WTC11_Random_Screen_Crop_730,WTC11_Random_Screen_Crop_731
chr1:2594570-2594871	chr1	2594570	2594871	chr1:2526009-2526310	chr1	2526009	2526310	RER1|chr1:2594570-2594871	RER1|chr1:2526009-2526310	RER1	ENSG00000157916	WTC11	1.0503772947063423	0.07090763592017577	5.0377294706346545	0.028276501212083867	0.038837823587732044	2.8276501212083867	0.9949553523306579	1.1057992370820267	-0.005214498311779045	0.1470297701521306	-0.5044647669337836	10.579923708203093	0.084	0.5794501573976916	FALSE	202945	202946.5	chr1	2391775	2391776	distal	NA	NA	MMEL1	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	0.06	0.02	0.14	0.43	0.93	0.98	1	1	NA	NA	chr1:2526009-2526310	enh	WTC11_Random_Screen_Crop_717,WTC11_Random_Screen_Crop_718,WTC11_Random_Screen_Crop_719,WTC11_Random_Screen_Crop_720,WTC11_Random_Screen_Crop_721,WTC11_Random_Screen_Crop_722,WTC11_Random_Screen_Crop_723,WTC11_Random_Screen_Crop_724,WTC11_Random_Screen_Crop_725,WTC11_Random_Screen_Crop_726,WTC11_Random_Screen_Crop_727,WTC11_Random_Screen_Crop_728,WTC11_Random_Screen_Crop_729,WTC11_Random_Screen_Crop_730,WTC11_Random_Screen_Crop_731
