intended_target_name_hg38	targeting_chr_hg38	targeting_start_hg38	targeting_end_hg38	intended_target_name_hg19	targeting_chr_hg19	targeting_start_hg19	targeting_end_hg19	element_gene_pair_identifier_hg38	element_gene_pair_identifier_hg19	gene_symbol	gene_id	cell_type	fold_change_effect_size	log_2_FC_effect_size	pct_change_effect_size	standard_error_fold_change	standard_error_log_2_FC	standard_error_pct_change	lower_CI_95_fold_change	upper_CI_95_fold_change	lower_CI_95_log_2_FC	upper_CI_95_log_2_FC	lower_CI_95_pct_change	upper_CI_95_pct_change	sceptre_p_value	sceptre_adj_p_value	significant	distance_to_gencode_gene_TSS	distance_to_abc_canonical_TSS	chrTSS_hg38	startTSS_hg38	endTSS_hg38	element_location	gencode_promoter_overlap	abc_tss_overlap	gencode_protein_coding_gene_body_overlap	DistalElement_Gene	DistalPromoter_Gene	selfPromoter	Positive_Control_DistalElement_Gene	Positive_Control_selfPromoter	Random_DistalElement_Gene	power_at_effect_size_2	power_at_effect_size_3	power_at_effect_size_5	power_at_effect_size_10	power_at_effect_size_15	power_at_effect_size_20	power_at_effect_size_25	power_at_effect_size_50	intended_positive_control_distal_element_target_gene	intended_positive_control_target_gene	design_file_target_name	design_file_type	guide_ids	include_in_fdr	sceptre_adj_p_value_wo_pos_controls	significant_wo_pos_controls	power_at_effect_size_2_wo_pos_controls	power_at_effect_size_3_wo_pos_controls	power_at_effect_size_5_wo_pos_controls	power_at_effect_size_10_wo_pos_controls	power_at_effect_size_15_wo_pos_controls	power_at_effect_size_20_wo_pos_controls	power_at_effect_size_25_wo_pos_controls	power_at_effect_size_50_wo_pos_controls	mean_sim_pert_cells	resized_merged_targeting_chr_hg38	resized_merged_targeting_start_hg38	resized_merged_targeting_end_hg38	resized_merged_element_gene_pair_identifier_hg38
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	CDT1|chr16:88650834-88651334	CDT1|chr16:88717242-88717742	CDT1	ENSG00000167513	K562	1.0206451491807318	0.02948136719412252	2.064514918072668	0.03741823964808757	0.05289116283208005	3.741823964808757	0.9473053994704802	1.0939848988909835	-0.07418531195675439	0.13314804634499944	-5.269460052952496	9.398489889097831	0.692	0.9456786430786066	FALSE	152705	152693	chr16	88803213	88803214	promoter	CYBA	CYBA	CYBA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0	0.03	0.33	0.61	0.9	0.99	1	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	TRUE	0.9533670033670032	FALSE	0	0	0.02	0.15	0.5	0.82	0.95	1	675	chr16	88650835	88651334	CDT1|chr16:88650835-88651334
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	CTU2|chr16:88650834-88651334	CTU2|chr16:88717242-88717742	CTU2	ENSG00000174177	K562	0.9825852590208852	-0.02534549929222466	-1.741474097912254	0.08176159813621307	0.12004765091205556	8.176159813621307	0.8223325266739077	1.142837991367863	-0.26063889507985355	0.2099478964954042	-17.766747332610016	14.28379913678551	0.896	0.9885224274406332	FALSE	55399	55378	chr16	88706463	88706464	promoter	CYBA	CYBA	CYBA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0	0.03	0.04	0.17	0.31	0.57	0.99	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	TRUE	0.9901729490022172	FALSE	0	0	0.01	0.01	0.14	0.19	0.39	0.99	675	chr16	88650835	88651334	CTU2|chr16:88650835-88651334
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	CYBA|chr16:88650834-88651334	CYBA|chr16:88717242-88717742	CYBA	ENSG00000051523	K562	0.6153387766272583	-0.7005471855840442	-38.466122337274875	0.03616571422199743	0.08479247292729747	3.6165714221997423	0.5444539767521434	0.6862235765023733	-0.8667404325215472	-0.5343539386465411	-45.55460232478637	-31.37764234976338	6.394689268473244e-36	7.486782295104688e-34	TRUE	30	0	chr16	88651151	88651152	promoter	CYBA	CYBA	CYBA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0	0	0.02	0.14	0.49	0.87	1	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr16	88650835	88651334	CYBA|chr16:88650835-88651334
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	MVD|chr16:88650834-88651334	MVD|chr16:88717242-88717742	MVD	ENSG00000167508	K562	0.9598062642157263	-0.0591848659929983	-4.0193735784268885	0.02570163775011479	0.03863240604614471	2.5701637750114794	0.9094310542255012	1.0101814742059514	-0.13490438184344192	0.01653464985744532	-9.056894577449388	1.0181474205956107	0.084	0.5555269196822595	FALSE	12077	12065	chr16	88663160	88663161	promoter	CYBA	CYBA	CYBA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.07	0.11	0.37	0.78	0.97	0.98	1	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	TRUE	0.629870236869207	FALSE	0.05	0.02	0.06	0.26	0.74	0.96	0.98	1	675	chr16	88650835	88651334	MVD|chr16:88650835-88651334
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	PIEZO1|chr16:88650834-88651334	PIEZO1|chr16:88717242-88717742	PIEZO1	ENSG00000103335	K562	0.9845019069608792	-0.02253409428583459	-1.549809303911953	0.02748580770943923	0.04027786863272305	2.748580770943923	0.9306297238503782	1.03837409007138	-0.10147871680597176	0.05641052823430258	-6.937027614962042	3.837409007138135	0.46	0.865590155700653	FALSE	134136	134136	chr16	88785210	88785211	promoter	CYBA	CYBA	CYBA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.04	0.14	0.35	0.76	0.98	0.99	1	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	TRUE	0.8830108093857105	FALSE	0.03	0.02	0.09	0.22	0.67	0.95	0.99	1	675	chr16	88650835	88651334	PIEZO1|chr16:88650835-88651334
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	RNF166|chr16:88650834-88651334	RNF166|chr16:88717242-88717742	RNF166	ENSG00000158717	K562	1.0518231738962935	0.07289218791428305	5.182317389629354	0.0922840126483162	0.12657801302083416	9.22840126483162	0.8709465091055938	1.2326998386869932	-0.17520071760655187	0.320985093435118	-12.90534908944062	23.269983868699327	0.612	0.9254724520686176	FALSE	55324	55337	chr16	88706420	88706421	promoter	CYBA	CYBA	CYBA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	0	0	0.03	0.05	0.14	0.38	1	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	TRUE	0.9365220680958386	FALSE	0	0	0	0.01	0.02	0.08	0.27	0.98	675	chr16	88650835	88651334	RNF166|chr16:88650835-88651334
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	TRAPPC2L|chr16:88650834-88651334	TRAPPC2L|chr16:88717242-88717742	TRAPPC2L	ENSG00000167515	K562	0.9859997700959964	-0.02034078467506227	-1.400022990401039	0.01691597818505452	0.02475111919852479	1.691597818505452	0.9528444528532894	1.0191550873387032	-0.06885297830417086	0.02817140895404633	-4.715554714671725	1.915508733869647	0.212	0.7197625736293611	FALSE	205136	206001	chr16	88856220	88856221	promoter	CYBA	CYBA	CYBA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.07	0.06	0.15	0.53	0.94	0.97	1	1	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	TRUE	0.7596318897637796	FALSE	0.03	0.02	0.12	0.4	0.86	0.96	1	1	675	chr16	88650835	88651334	TRAPPC2L|chr16:88650835-88651334
chr16:88650834-88651334	chr16	88650834	88651334	chr16:88717242-88717742	chr16	88717242	88717742	ZC3H18|chr16:88650834-88651334	ZC3H18|chr16:88717242-88717742	ZC3H18	ENSG00000158545	K562	1.0075273956246005	0.01081906753183186	0.752739562461535	0.02249161880771824	0.0322061187183343	2.249161880771824	0.9634438227614726	1.051610968487728	-0.05230492515610337	0.07394306021976708	-3.65561772385124	5.16109684877431	0.764	0.9595460945357024	FALSE	80703	80704	chr16	88570381	88570382	promoter	CYBA	CYBA	CYBA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.05	0.15	0.52	0.87	0.99	1	1	NA	CYBA	CYBA_TSS	tss_random	K562_Random_Screen_Crop_7992,K562_Random_Screen_Crop_7993,K562_Random_Screen_Crop_7994,K562_Random_Screen_Crop_7995,K562_Random_Screen_Crop_7996,K562_Random_Screen_Crop_7997,K562_Random_Screen_Crop_7998,K562_Random_Screen_Crop_7999,K562_Random_Screen_Crop_8000,K562_Random_Screen_Crop_8001,K562_Random_Screen_Crop_8002,K562_Random_Screen_Crop_8003,K562_Random_Screen_Crop_8004,K562_Random_Screen_Crop_8005,K562_Random_Screen_Crop_8006	TRUE	0.9654085387018396	FALSE	0.01	0.02	0.07	0.35	0.77	0.98	1	1	675	chr16	88650835	88651334	ZC3H18|chr16:88650835-88651334
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	ANKRD11|chr16:88651448-88651749	ANKRD11|chr16:88717856-88718157	ANKRD11	ENSG00000167522	K562	1.008911777317555	0.01280002579104167	0.8911777317566869	0.03372420550444665	0.04822398264449211	3.372420550444665	0.9428123345288396	1.0750112201062705	-0.08171898019216287	0.1073190317742462	-5.718766547114856	7.50112201062823	0.848	0.9793563501849568	FALSE	838963	838962.5	chr16	89490560	89490561	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.05	0.11	0.42	0.81	0.98	0.99	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.983010348670594	FALSE	0.05	0.03	0.06	0.3	0.72	0.92	0.99	1	797	chr16	88651349	88651848	ANKRD11|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	APRT|chr16:88651448-88651749	APRT|chr16:88717856-88718157	APRT	ENSG00000198931	K562	0.9821573538227012	-0.02597391414219082	-1.784264617729591	0.00953543851198235	0.01400664547324861	0.9535438511982351	0.9634678943392156	1.0008468133061863	-0.05342693926975811	0.00147911098537647	-3.653210566078133	0.08468133061895	0.1	0.5849336455893833	FALSE	160339	160335.5	chr16	88811943	88811944	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.05	0.09	0.14	0.57	0.91	1	1	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.6518352730528201	FALSE	0.03	0.06	0.09	0.47	0.91	1	1	1	797	chr16	88651349	88651848	APRT|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	CDT1|chr16:88651448-88651749	CDT1|chr16:88717856-88718157	CDT1	ENSG00000167513	K562	1.0315756908536298	0.04484968144047962	3.157569085362444	0.03488793934836721	0.04879201548756348	3.488793934836721	0.96319532973083	1.0999560519764295	-0.0507826689151448	0.14048203179610405	-3.6804670269175297	9.995605197642416	0.396	0.8311563025210085	FALSE	152191	152178.5	chr16	88803213	88803214	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.03	0.03	0.09	0.38	0.71	0.91	1	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.8520319148936171	FALSE	0.02	0.02	0.03	0.24	0.57	0.87	1	1	797	chr16	88651349	88651848	CDT1|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	CTU2|chr16:88651448-88651749	CTU2|chr16:88717856-88718157	CTU2	ENSG00000174177	K562	1.0319563776525331	0.04538198716183933	3.195637765252579	0.07472497713205511	0.10446696805555858	7.472497713205511	0.885495422473705	1.1784173328313612	-0.15937327022705547	0.25013724455073416	-11.450457752630223	17.841733283135383	0.764	0.9595460945357024	FALSE	54885	54863.5	chr16	88706463	88706464	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0	0.01	0.06	0.18	0.26	0.6	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.9654085387018396	FALSE	0	0	0.01	0.03	0.11	0.12	0.44	0.99	797	chr16	88651349	88651848	CTU2|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	CYBA|chr16:88651448-88651749	CYBA|chr16:88717856-88718157	CYBA	ENSG00000051523	K562	0.7222849923755388	-0.4693599004882653	-27.771500762447	0.0322394989705747	0.06439530902147006	3.2239498970574703	0.6590955743932123	0.7854744103578652	-0.5955747061703467	-0.343145094806184	-34.09044256067964	-21.45255896421436	1.4081925979277007e-21	1.2891435962247614e-19	TRUE	544	514.5	chr16	88651151	88651152	promoter	CYBA	CYBA	NA	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	0	0.01	0.01	0.12	0.48	0.77	0.99	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	chr16	88651349	88651848	CYBA|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	MVD|chr16:88651448-88651749	MVD|chr16:88717856-88718157	MVD	ENSG00000167508	K562	0.9440790497633824	-0.0830204302929527	-5.592095023661314	0.02593244598224315	0.03962868493488968	2.593244598224315	0.893251455638186	0.9949066438885792	-0.16069265276533645	-0.00534820782056892	-10.674854436180972	-0.5093356111416574	0.01473103429819042	0.2555084259174556	FALSE	11563	11550.5	chr16	88663160	88663161	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.09	0.12	0.36	0.85	0.97	1	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.3763391604390331	FALSE	0.03	0.06	0.09	0.33	0.8	0.96	1	1	797	chr16	88651349	88651848	MVD|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	PIEZO1|chr16:88651448-88651749	PIEZO1|chr16:88717856-88718157	PIEZO1	ENSG00000103335	K562	1.0342459844160818	0.04857935614762148	3.424598441608362	0.0282744323999775	0.0394406978823591	2.8274432399977503	0.978828096912126	1.0896638719200378	-0.02872441170180236	0.12588312399704532	-2.1171903087872286	8.966387192003953	0.24	0.7431074380165289	FALSE	133622	133621.5	chr16	88785210	88785211	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.09	0.12	0.38	0.82	0.98	0.99	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.7794112399643176	FALSE	0.02	0.05	0.06	0.23	0.75	0.95	0.99	1	797	chr16	88651349	88651848	PIEZO1|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	RNF166|chr16:88651448-88651749	RNF166|chr16:88717856-88718157	RNF166	ENSG00000158717	K562	1.1177774936648115	0.16063303188910724	11.77774936648104	0.0905668472521509	0.11689297927375118	9.05668472521509	0.9402664730505956	1.2952885142790274	-0.06847720748744507	0.3897432712656595	-5.973352694940537	29.528851427902616	0.204	0.7112945556072592	FALSE	54810	54822.5	chr16	88706420	88706421	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.02	0.03	0	0.04	0.1	0.18	0.51	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.7513019726858877	FALSE	0	0.02	0	0.02	0.05	0.08	0.31	1	797	chr16	88651349	88651848	RNF166|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	TRAPPC2L|chr16:88651448-88651749	TRAPPC2L|chr16:88717856-88718157	TRAPPC2L	ENSG00000167515	K562	1.0032364552563822	0.00466167835427291	0.323645525637616	0.01572142274338065	0.0226080486895763	1.572142274338065	0.972422466679356	1.0340504438334082	-0.03965009707729664	0.04897345378584247	-2.7577533320649916	3.4050443833402237	0.896	0.9885224274406332	FALSE	204622	205486.5	chr16	88856220	88856221	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.06	0.13	0.28	0.57	0.93	1	1	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.9901729490022172	FALSE	0.03	0.08	0.19	0.51	0.89	1	1	1	797	chr16	88651349	88651848	TRAPPC2L|chr16:88651349-88651848
chr16:88651448-88651749	chr16	88651448	88651749	chr16:88717856-88718157	chr16	88717856	88718157	ZC3H18|chr16:88651448-88651749	ZC3H18|chr16:88717856-88718157	ZC3H18	ENSG00000158545	K562	1.0186865716012914	0.02671023290440375	1.8686571601307371	0.02480843895003306	0.03513446907339593	2.4808438950033063	0.9700620312592266	1.0673111119433565	-0.04215332647945227	0.09557379228825975	-2.993796874075743	6.731111194337217	0.544	0.9038119733924612	FALSE	81217	81218.5	chr16	88570381	88570382	promoter	CYBA	CYBA	NA	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.04	0.09	0.2	0.56	0.87	0.99	1	1	NA	NA	chr16:88717856-88718157	enh	K562_Random_Screen_Crop_8007,K562_Random_Screen_Crop_8008,K562_Random_Screen_Crop_8009,K562_Random_Screen_Crop_8010,K562_Random_Screen_Crop_8011,K562_Random_Screen_Crop_8012,K562_Random_Screen_Crop_8013,K562_Random_Screen_Crop_8014,K562_Random_Screen_Crop_8015,K562_Random_Screen_Crop_8016,K562_Random_Screen_Crop_8017,K562_Random_Screen_Crop_8018,K562_Random_Screen_Crop_8019,K562_Random_Screen_Crop_8020,K562_Random_Screen_Crop_8021	TRUE	0.9172913385826772	FALSE	0	0.05	0.11	0.42	0.78	0.98	1	1	797	chr16	88651349	88651848	ZC3H18|chr16:88651349-88651848
chr16:88662554-88662855	chr16	88662554	88662855	chr16:88728962-88729263	chr16	88728962	88729263	ANKRD11|chr16:88662554-88662855	ANKRD11|chr16:88728962-88729263	ANKRD11	ENSG00000167522	K562	0.9969995542128488	-0.00433523533413987	-0.300044578713865	0.03112664076316058	0.04504139453101203	3.1126640763160585	0.935991338317054	1.0580077701086434	-0.09261636861492344	0.0839458979466437	-6.40086616829334	5.80077701086561	0.996	0.998665596146126	FALSE	827857	827856.5	chr16	89490560	89490561	promoter	NA	MVD	MVD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.01	0.07	0.09	0.38	0.79	0.94	1	1	NA	NA	chr16:88728962-88729263	enh	K562_Random_Screen_Crop_8022,K562_Random_Screen_Crop_8023,K562_Random_Screen_Crop_8024,K562_Random_Screen_Crop_8025,K562_Random_Screen_Crop_8026,K562_Random_Screen_Crop_8027,K562_Random_Screen_Crop_8028,K562_Random_Screen_Crop_8029,K562_Random_Screen_Crop_8030,K562_Random_Screen_Crop_8031,K562_Random_Screen_Crop_8032,K562_Random_Screen_Crop_8033,K562_Random_Screen_Crop_8034,K562_Random_Screen_Crop_8035,K562_Random_Screen_Crop_8036	TRUE	0.9987434237708306	FALSE	0	0.03	0.04	0.22	0.66	0.91	1	1	749	chr16	88662455	88662954	ANKRD11|chr16:88662455-88662954
