grna_target	grna_id	gRNA_type	old_name
chr20:11871371	WTC11_Random_Screen_Crop_10640	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10643	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10648	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10651	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10649	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10638	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10645	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10642	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10652	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10646	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10650	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10644	TSS	BTBD3_TSS_2
chr20:11871371	WTC11_Random_Screen_Crop_10665	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10659	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10662	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10667	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10658	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10656	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10657	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10654	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10664	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10663	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10660	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10653	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10666	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10655	TSS	BTBD3_TSS_3
chr20:11871371	WTC11_Random_Screen_Crop_10661	TSS	BTBD3_TSS_3
chr19:13884982	WTC11_Random_Screen_Crop_7794	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7797	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7798	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7790	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7788	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7793	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7792	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7787	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7796	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7799	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7795	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7800	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7786	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7791	TSS	C19orf53_TSS
chr19:13884982	WTC11_Random_Screen_Crop_7789	TSS	C19orf53_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13430	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13439	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13429	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13428	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13434	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13425	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13427	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13433	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13438	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13436	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13435	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13432	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13426	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13431	TSS	C6orf62_TSS
chr6:24720968-24721269	WTC11_Random_Screen_Crop_13437	TSS	C6orf62_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4525	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4529	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4523	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4519	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4524	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4531	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4528	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4518	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4521	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4522	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4527	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4530	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4526	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4517	TSS	CCDC85B_TSS
chr11:65657583	WTC11_Random_Screen_Crop_4520	TSS	CCDC85B_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7512	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7506	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7507	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7513	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7508	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7504	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7516	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7514	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7509	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7505	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7511	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7517	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7515	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7510	TSS	CDC37_TSS
chr19:10530723-10531024	WTC11_Random_Screen_Crop_7518	TSS	CDC37_TSS
chr1:198392893-198393194	WTC11_Random_Screen_Crop_1	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_2	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_3	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_4	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_5	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_6	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_7	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_8	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_9	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_10	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_11	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_12	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_13	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_14	enh	chr1:198392893-198393194
chr1:198392893-198393194	WTC11_Random_Screen_Crop_15	enh	chr1:198392893-198393194
chr1:198441350-198441651	WTC11_Random_Screen_Crop_21	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_26	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_16	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_19	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_23	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_18	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_25	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_30	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_20	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_17	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_22	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_24	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_27	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_29	enh	chr1:198441350-198441651
chr1:198441350-198441651	WTC11_Random_Screen_Crop_28	enh	chr1:198441350-198441651
chr1:198570089-198570390	WTC11_Random_Screen_Crop_37	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_34	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_31	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_39	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_35	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_38	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_33	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_32	enh	chr1:198570089-198570390
chr1:198570089-198570390	WTC11_Random_Screen_Crop_36	enh	chr1:198570089-198570390
chr1:198668607-198668908	WTC11_Random_Screen_Crop_53	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_47	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_42	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_54	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_49	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_46	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_52	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_51	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_41	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_48	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_45	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_50	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_44	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_43	enh	chr1:198668607-198668908
chr1:198668607-198668908	WTC11_Random_Screen_Crop_40	enh	chr1:198668607-198668908
chr1:198710922-198711223	WTC11_Random_Screen_Crop_59	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_57	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_62	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_56	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_55	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_64	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_58	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_61	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_68	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_63	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_69	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_60	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_66	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_67	enh	chr1:198710922-198711223
chr1:198710922-198711223	WTC11_Random_Screen_Crop_65	enh	chr1:198710922-198711223
chr1:198757893-198758194	WTC11_Random_Screen_Crop_77	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_76	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_73	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_71	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_72	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_75	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_82	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_80	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_81	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_83	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_74	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_70	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_84	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_78	enh	chr1:198757893-198758194
chr1:198757893-198758194	WTC11_Random_Screen_Crop_79	enh	chr1:198757893-198758194
chr1:198799187-198799786	WTC11_Random_Screen_Crop_92	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_87	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_89	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_88	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_98	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_93	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_85	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_86	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_97	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_91	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_90	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_96	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_95	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_94	enh	chr1:198799187-198799488
chr1:198799187-198799786	WTC11_Random_Screen_Crop_108	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_112	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_103	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_113	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_102	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_109	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_100	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_99	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_111	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_105	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_104	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_101	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_107	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_110	enh	chr1:198799485-198799786
chr1:198799187-198799786	WTC11_Random_Screen_Crop_106	enh	chr1:198799485-198799786
chr1:199187184-199187485	WTC11_Random_Screen_Crop_120	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_128	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_116	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_125	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_119	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_118	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_123	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_115	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_122	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_114	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_127	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_126	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_117	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_124	enh	chr1:199187184-199187485
chr1:199187184-199187485	WTC11_Random_Screen_Crop_121	enh	chr1:199187184-199187485
chr1:199212619-199212920	WTC11_Random_Screen_Crop_136	enh	chr1:199212619-199212920
