grna_target	grna_id	gRNA_type	old_name
chr16:89556719-89557219	K562_Random_Screen_Crop_8403	tss_random	ANKRD11_TSS
chr16:89556719-89557219	K562_Random_Screen_Crop_8406	tss_random	ANKRD11_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4587	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4589	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4600	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4588	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4592	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4586	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4590	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4591	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4596	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4597	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4599	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4594	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4593	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4598	tss_random	AP1S1_TSS
chr7:100797435-100797935	K562_Random_Screen_Crop_4595	tss_random	AP1S1_TSS
chr6:106763891-106764391	K562_Random_Screen_Crop_2756	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2757	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2759	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2760	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2758	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2762	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2763	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2761	tss_random	ATG5_TSS_1
chr6:106763891-106764391	K562_Random_Screen_Crop_2764	tss_random	ATG5_TSS_1
chr6:106773060-106773945	K562_Random_Screen_Crop_2769	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2770	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2776	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2767	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2768	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2774	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2766	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2775	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2765	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2773	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2771	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2772	tss_random	ATG5_TSS_2
chr6:106773060-106773945	K562_Random_Screen_Crop_2779	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2778	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2782	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2777	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2788	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2781	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2787	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2780	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2786	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2785	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2783	tss_random	ATG5_TSS_3
chr6:106773060-106773945	K562_Random_Screen_Crop_2784	tss_random	ATG5_TSS_3
chr17:46969897-46970397	K562_Random_Screen_Crop_10230	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10233	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10229	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10228	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10241	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10231	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10242	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10240	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10236	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10235	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10232	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10239	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10234	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10237	tss_random	ATP5G1_TSS
chr17:46969897-46970397	K562_Random_Screen_Crop_10238	tss_random	ATP5G1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4121	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4119	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4117	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4129	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4120	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4123	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4118	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4128	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4122	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4130	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4131	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4124	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4126	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4127	tss_random	BCLAF1_TSS
chr6:136610739-136611239	K562_Random_Screen_Crop_4125	tss_random	BCLAF1_TSS
chr21:44488264-44488764	K562_Random_Screen_Crop_13449	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13454	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13460	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13451	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13448	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13453	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13450	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13461	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13452	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13459	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13458	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13455	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13456	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13447	tss_random	CBS_TSS_1
chr21:44488264-44488764	K562_Random_Screen_Crop_13457	tss_random	CBS_TSS_1
chr21:44495790-44497221	K562_Random_Screen_Crop_13476	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13465	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13462	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13464	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13474	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13473	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13463	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13475	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13472	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13468	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13469	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13466	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13467	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13470	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13471	tss_random	CBS_TSS_2
chr21:44495790-44497221	K562_Random_Screen_Crop_13488	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13477	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13486	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13487	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13478	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13479	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13480	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13481	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13489	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13483	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13484	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13485	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13482	tss_random	CBS_TSS_3
chr21:44495790-44497221	K562_Random_Screen_Crop_13490	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13493	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13492	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13495	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13498	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13491	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13494	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13501	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13499	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13500	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13497	tss_random	CBS_TSS_4
chr21:44495790-44497221	K562_Random_Screen_Crop_13496	tss_random	CBS_TSS_4
chr17:46178310-46179133	K562_Random_Screen_Crop_10212	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10216	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10213	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10215	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10218	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10211	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10210	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10214	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10217	tss_random	CBX1_TSS_1
chr17:46178310-46179133	K562_Random_Screen_Crop_10224	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10225	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10219	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10223	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10226	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10222	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10227	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10221	tss_random	CBX1_TSS_2
chr17:46178310-46179133	K562_Random_Screen_Crop_10220	tss_random	CBX1_TSS_2
chr8:130587014-130587514	K562_Random_Screen_Crop_4949	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4950	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4955	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4953	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4952	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4948	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4941	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4947	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4942	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4951	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4945	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4946	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4954	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4944	tss_pos	CCDC26_1_TSS
chr8:130587014-130587514	K562_Random_Screen_Crop_4943	tss_pos	CCDC26_1_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4978	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4981	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4977	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4976	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4979	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4980	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4971	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4984	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4983	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4974	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4975	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4982	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4972	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4973	tss_pos	CCDC26_2_TSS
chr8:130692235-130692735	K562_Random_Screen_Crop_4985	tss_pos	CCDC26_2_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3286	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3284	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3285	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3288	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3283	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3287	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3281	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3282	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3278	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3280	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3292	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3279	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3291	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3289	tss_pos	CD164_TSS
chr6:109703512-109704012	K562_Random_Screen_Crop_3290	tss_pos	CD164_TSS
chr11:67275408-67275908	K562_Random_Screen_Crop_6275	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6280	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6274	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6278	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6279	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6273	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6285	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6281	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6284	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6276	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6277	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6272	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6282	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6271	tss_random	CDK2AP2_TSS_1
chr11:67275408-67275908	K562_Random_Screen_Crop_6283	tss_random	CDK2AP2_TSS_1
chr11:67275949-67276449	K562_Random_Screen_Crop_6288	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6287	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6300	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6292	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6289	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6286	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6291	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6294	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6295	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6290	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6299	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6298	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6293	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6297	tss_random	CDK2AP2_TSS_2
chr11:67275949-67276449	K562_Random_Screen_Crop_6296	tss_random	CDK2AP2_TSS_2
chr14:54863422-54863922	K562_Random_Screen_Crop_6837	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6840	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6836	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6841	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6843	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6850	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6845	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6842	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6839	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6848	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6849	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6844	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6838	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6847	tss_random	CDKN3_TSS
chr14:54863422-54863922	K562_Random_Screen_Crop_6846	tss_random	CDKN3_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8103	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8098	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8099	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8101	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8102	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8111	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8100	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8097	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8105	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8104	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8109	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8110	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8108	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8106	tss_random	CDT1_TSS
chr16:88869935-88870435	K562_Random_Screen_Crop_8107	tss_random	CDT1_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_47	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_51	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_46	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_59	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_49	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_60	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_58	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_54	tss_pos	CEP104_TSS
chr1:3773547-3774047	K562_Random_Screen_Crop_48	tss_pos	CEP104_TSS
